model,is_reasoning,persona_name,persona_index,system_prompt,temperature,seed,run,dilemma_id,dilemma_category,step1_answer,step2_answer,flipped,step1_parse_failed,step2_parse_failed,step1_thinking_length,step2_thinking_length
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,40,Impersonal-Accidental,yes,yes,False,False,False,502,449
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,41,Personal-Instrumental,yes,yes,False,False,False,672,606
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,42,Impersonal-Accidental,yes,yes,False,False,False,410,409
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,43,Personal-Instrumental,yes,yes,False,False,False,544,481
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,44,Impersonal-Instrumental,yes,yes,False,False,False,582,609
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,45,Personal-Accidental,no,no,False,False,False,753,456
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,46,Impersonal-Instrumental,yes,,,False,True,798,1230
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,47,Personal-Instrumental,no,no,False,False,False,639,602
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,48,Impersonal-Instrumental,yes,yes,False,False,False,561,650
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,49,Personal-Others Beneficial-Inevitable (instrumental),no,no,False,False,False,651,893
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,50,Impersonal-Others Beneficial-Inevitable (instrumental),yes,yes,False,False,False,360,598
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,51,Personal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,577,309
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,52,Impersonal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,429,689
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,1,Personal-Instrumental,yes,no,True,False,False,693,771
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,2,Impersonal-Accidental,yes,yes,False,False,False,739,706
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,3,Personal-Accidental,yes,yes,False,False,False,707,1040
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,4,Impersonal-Accidental,yes,yes,False,False,False,548,632
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,5,Personal-Accidental,yes,yes,False,False,False,456,589
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,6,Impersonal-Accidental,yes,yes,False,False,False,880,502
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,7,Personal-Instrumental,yes,yes,False,False,False,776,621
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,8,Impersonal-Instrumental,yes,yes,False,False,False,948,528
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,9,Personal-Instrumental,yes,yes,False,False,False,725,489
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,10,Impersonal-Instrumental,yes,yes,False,False,False,620,866
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,11,Personal-Instrumental,yes,yes,False,False,False,533,576
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,12,Impersonal-Instrumental,yes,yes,False,False,False,766,589
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,13,Personal-Instrumental,yes,yes,False,False,False,365,609
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,14,Impersonal-Instrumental,yes,yes,False,False,False,600,448
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,15,Personal-Accidental,yes,yes,False,False,False,401,501
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,16,Impersonal-Accidental,yes,yes,False,False,False,650,561
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,17,Personal-Instrumental,yes,yes,False,False,False,568,560
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,18,Impersonal-Accidental,yes,yes,False,False,False,510,476
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,19,Personal-Instrumental,yes,yes,False,False,False,872,955
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,20,Impersonal-Instrumental,yes,yes,False,False,False,631,1088
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,21,Personal-Instrumental,yes,yes,False,False,False,557,481
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,22,Impersonal-Instrumental,yes,yes,False,False,False,373,484
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,23,Personal-Accidental,yes,yes,False,False,False,676,559
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,24,Impersonal-Accidental,yes,yes,False,False,False,638,554
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,25,Personal-Instrumental,no,yes,True,False,False,580,555
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,26,Impersonal-Instrumental,no,yes,True,False,False,569,979
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,27,Personal-Accidental,yes,yes,False,False,False,753,541
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,28,Impersonal-Accidental,yes,yes,False,False,False,637,733
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,29,Personal-Accidental,no,yes,True,False,False,1110,702
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,30,Impersonal-Accidental,yes,yes,False,False,False,331,1077
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,31,Personal-Instrumental,yes,yes,False,False,False,657,365
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,32,Impersonal-Accidental,yes,yes,False,False,False,630,735
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,33,Personal-Instrumental,yes,yes,False,False,False,433,655
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,34,Impersonal-Instrumental,yes,yes,False,False,False,432,521
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,35,Personal-Instrumental,yes,yes,False,False,False,383,522
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,36,Impersonal-Instrumental,yes,yes,False,False,False,771,511
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,37,Personal-Instrumental,yes,yes,False,False,False,398,708
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,38,Impersonal-Instrumental,yes,yes,False,False,False,541,655
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,39,Personal-Instrumental,yes,yes,False,False,False,427,685
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,40,Impersonal-Accidental,yes,yes,False,False,False,434,500
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,41,Personal-Instrumental,yes,yes,False,False,False,886,549
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,42,Impersonal-Accidental,yes,yes,False,False,False,586,626
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,43,Personal-Instrumental,yes,yes,False,False,False,324,371
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,44,Impersonal-Instrumental,yes,yes,False,False,False,536,672
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,45,Personal-Accidental,yes,no,True,False,False,651,881
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,46,Impersonal-Instrumental,yes,,,False,True,736,1248
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,47,Personal-Instrumental,no,no,False,False,False,730,705
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,48,Impersonal-Instrumental,no,yes,True,False,False,991,510
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,49,Personal-Others Beneficial-Inevitable (instrumental),no,no,False,False,False,616,1085
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,50,Impersonal-Others Beneficial-Inevitable (instrumental),yes,yes,False,False,False,554,446
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,51,Personal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,363,449
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,52,Impersonal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,338,395
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,1,Personal-Instrumental,yes,yes,False,False,False,573,660
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,2,Impersonal-Accidental,,,,True,True,1228,0
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,3,Personal-Accidental,,,,True,True,1247,0
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,4,Impersonal-Accidental,,,,True,True,1251,0
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,5,Personal-Accidental,yes,yes,False,False,False,501,509
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,6,Impersonal-Accidental,yes,yes,False,False,False,397,635
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,7,Personal-Instrumental,yes,yes,False,False,False,779,614
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,8,Impersonal-Instrumental,yes,yes,False,False,False,844,523
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,9,Personal-Instrumental,yes,yes,False,False,False,669,611
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,10,Impersonal-Instrumental,yes,yes,False,False,False,522,456
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,11,Personal-Instrumental,yes,yes,False,False,False,714,481
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,12,Impersonal-Instrumental,yes,yes,False,False,False,657,531
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,13,Personal-Instrumental,yes,yes,False,False,False,467,648
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,14,Impersonal-Instrumental,yes,yes,False,False,False,887,424
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,15,Personal-Accidental,yes,yes,False,False,False,749,377
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,16,Impersonal-Accidental,yes,yes,False,False,False,621,429
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,17,Personal-Instrumental,yes,yes,False,False,False,453,543
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,18,Impersonal-Accidental,yes,yes,False,False,False,668,564
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,19,Personal-Instrumental,yes,yes,False,False,False,521,514
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,20,Impersonal-Instrumental,yes,yes,False,False,False,541,637
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,21,Personal-Instrumental,yes,no,True,False,False,795,634
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,22,Impersonal-Instrumental,yes,yes,False,False,False,362,485
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,23,Personal-Accidental,yes,yes,False,False,False,736,633
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,24,Impersonal-Accidental,yes,yes,False,False,False,657,1006
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,25,Personal-Instrumental,no,no,False,False,False,819,645
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,26,Impersonal-Instrumental,yes,yes,False,False,False,922,635
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,27,Personal-Accidental,yes,yes,False,False,False,840,563
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,28,Impersonal-Accidental,yes,yes,False,False,False,702,680
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,29,Personal-Accidental,yes,no,True,False,False,649,615
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,30,Impersonal-Accidental,yes,yes,False,False,False,594,560
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,31,Personal-Instrumental,yes,yes,False,False,False,553,444
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,32,Impersonal-Accidental,yes,yes,False,False,False,330,620
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,33,Personal-Instrumental,yes,yes,False,False,False,695,954
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,34,Impersonal-Instrumental,yes,yes,False,False,False,676,618
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,35,Personal-Instrumental,yes,yes,False,False,False,395,464
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,36,Impersonal-Instrumental,yes,yes,False,False,False,586,752
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,37,Personal-Instrumental,yes,yes,False,False,False,577,843
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,38,Impersonal-Instrumental,yes,yes,False,False,False,647,611
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,39,Personal-Instrumental,yes,yes,False,False,False,531,564
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,40,Impersonal-Accidental,yes,yes,False,False,False,676,550
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,41,Personal-Instrumental,yes,yes,False,False,False,622,597
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,42,Impersonal-Accidental,yes,yes,False,False,False,479,805
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,43,Personal-Instrumental,yes,yes,False,False,False,438,1187
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,44,Impersonal-Instrumental,yes,yes,False,False,False,677,467
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,45,Personal-Accidental,no,yes,True,False,False,710,639
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,46,Impersonal-Instrumental,yes,yes,False,False,False,1072,626
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,47,Personal-Instrumental,no,no,False,False,False,483,618
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,48,Impersonal-Instrumental,yes,no,True,False,False,724,811
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,49,Personal-Others Beneficial-Inevitable (instrumental),no,no,False,False,False,547,575
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,50,Impersonal-Others Beneficial-Inevitable (instrumental),yes,yes,False,False,False,545,672
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,51,Personal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,438,718
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,52,Impersonal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,614,557
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,1,Personal-Instrumental,yes,yes,False,False,False,709,504
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,2,Impersonal-Accidental,yes,yes,False,False,False,615,542
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,3,Personal-Accidental,yes,,,False,True,498,1249
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,4,Impersonal-Accidental,yes,yes,False,False,False,992,655
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,5,Personal-Accidental,yes,yes,False,False,False,538,634
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,6,Impersonal-Accidental,yes,yes,False,False,False,416,1185
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,7,Personal-Instrumental,yes,yes,False,False,False,431,476
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,8,Impersonal-Instrumental,yes,yes,False,False,False,464,366
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,9,Personal-Instrumental,yes,yes,False,False,False,691,758
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,10,Impersonal-Instrumental,yes,no,True,False,False,437,1157
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,11,Personal-Instrumental,yes,yes,False,False,False,700,605
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,12,Impersonal-Instrumental,yes,yes,False,False,False,430,545
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,13,Personal-Instrumental,yes,yes,False,False,False,818,1125
