model,is_reasoning,persona_name,persona_index,system_prompt,temperature,seed,run,dilemma_id,dilemma_category,step1_answer,step2_answer,flipped,step1_parse_failed,step2_parse_failed,step1_thinking_length,step2_thinking_length
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,42,1,39,Personal-Instrumental,yes,yes,False,False,False,619,516
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,42,1,40,Impersonal-Accidental,yes,yes,False,False,False,586,738
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,42,1,41,Personal-Instrumental,yes,yes,False,False,False,500,851
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,42,1,42,Impersonal-Accidental,yes,yes,False,False,False,575,549
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,42,1,43,Personal-Instrumental,yes,yes,False,False,False,462,432
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,42,1,44,Impersonal-Instrumental,yes,yes,False,False,False,554,785
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,42,1,45,Personal-Accidental,yes,no,True,False,False,531,823
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,42,1,46,Impersonal-Instrumental,no,yes,True,False,False,554,825
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,42,1,47,Personal-Instrumental,no,no,False,False,False,472,802
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,42,1,48,Impersonal-Instrumental,no,yes,True,False,False,692,919
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,42,1,49,Personal-Others Beneficial-Inevitable (instrumental),yes,yes,False,False,False,526,747
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,42,1,50,Impersonal-Others Beneficial-Inevitable (instrumental),yes,yes,False,False,False,771,779
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,42,1,51,Personal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,661,672
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,42,1,52,Impersonal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,451,888
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,1,Personal-Instrumental,yes,yes,False,False,False,586,417
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,2,Impersonal-Accidental,yes,yes,False,False,False,468,623
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,3,Personal-Accidental,no,yes,True,False,False,944,823
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,4,Impersonal-Accidental,yes,no,True,False,False,809,702
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,5,Personal-Accidental,yes,yes,False,False,False,931,368
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,6,Impersonal-Accidental,yes,yes,False,False,False,665,708
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,7,Personal-Instrumental,yes,yes,False,False,False,684,804
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,8,Impersonal-Instrumental,yes,yes,False,False,False,737,575
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,9,Personal-Instrumental,yes,no,True,False,False,850,779
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,10,Impersonal-Instrumental,yes,no,True,False,False,620,817
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,11,Personal-Instrumental,yes,no,True,False,False,867,785
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,12,Impersonal-Instrumental,,,,True,True,1136,0
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,13,Personal-Instrumental,yes,yes,False,False,False,600,531
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,14,Impersonal-Instrumental,yes,yes,False,False,False,720,797
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,15,Personal-Accidental,yes,yes,False,False,False,836,869
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,16,Impersonal-Accidental,yes,yes,False,False,False,514,500
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,17,Personal-Instrumental,yes,yes,False,False,False,445,1063
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,18,Impersonal-Accidental,yes,yes,False,False,False,481,677
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,19,Personal-Instrumental,yes,yes,False,False,False,385,906
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,20,Impersonal-Instrumental,yes,yes,False,False,False,571,590
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,21,Personal-Instrumental,no,no,False,False,False,391,259
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,22,Impersonal-Instrumental,yes,yes,False,False,False,625,1005
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,23,Personal-Accidental,,,,True,True,1241,0
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,24,Impersonal-Accidental,yes,yes,False,False,False,920,1129
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,25,Personal-Instrumental,no,yes,True,False,False,800,532
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,26,Impersonal-Instrumental,yes,,,False,True,922,1294
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,27,Personal-Accidental,yes,yes,False,False,False,667,633
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,28,Impersonal-Accidental,yes,yes,False,False,False,919,879
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,29,Personal-Accidental,yes,yes,False,False,False,682,681
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,30,Impersonal-Accidental,yes,no,True,False,False,517,573
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,31,Personal-Instrumental,yes,yes,False,False,False,310,735
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,32,Impersonal-Accidental,yes,yes,False,False,False,616,409
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,33,Personal-Instrumental,yes,no,True,False,False,567,777
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,34,Impersonal-Instrumental,yes,no,True,False,False,522,741
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,35,Personal-Instrumental,yes,yes,False,False,False,449,714
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,36,Impersonal-Instrumental,yes,yes,False,False,False,583,721
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,37,Personal-Instrumental,yes,yes,False,False,False,836,1033
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,38,Impersonal-Instrumental,yes,yes,False,False,False,1033,932
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,39,Personal-Instrumental,yes,no,True,False,False,551,611
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,40,Impersonal-Accidental,yes,yes,False,False,False,583,553
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,41,Personal-Instrumental,yes,no,True,False,False,424,454
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,42,Impersonal-Accidental,yes,yes,False,False,False,636,750
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,43,Personal-Instrumental,yes,yes,False,False,False,523,449
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,44,Impersonal-Instrumental,yes,yes,False,False,False,541,847
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,45,Personal-Accidental,yes,no,True,False,False,531,671
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,46,Impersonal-Instrumental,yes,no,True,False,False,693,680
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,47,Personal-Instrumental,no,yes,True,False,False,474,710
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,48,Impersonal-Instrumental,yes,yes,False,False,False,539,503
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,49,Personal-Others Beneficial-Inevitable (instrumental),yes,yes,False,False,False,574,429
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,50,Impersonal-Others Beneficial-Inevitable (instrumental),yes,yes,False,False,False,795,1252
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,51,Personal-Others Beneficial-Avoidable (instrumental),yes,no,True,False,False,394,497
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,52,Impersonal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,541,636
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,1,Personal-Instrumental,yes,yes,False,False,False,562,789
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,2,Impersonal-Accidental,yes,yes,False,False,False,459,656
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,3,Personal-Accidental,yes,no,True,False,False,800,667
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,4,Impersonal-Accidental,yes,,,False,True,784,1251
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,5,Personal-Accidental,yes,yes,False,False,False,444,421
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,6,Impersonal-Accidental,yes,yes,False,False,False,861,677
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,7,Personal-Instrumental,yes,yes,False,False,False,1071,910
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,8,Impersonal-Instrumental,yes,yes,False,False,False,575,687
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,9,Personal-Instrumental,,,,True,True,1261,0
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,10,Impersonal-Instrumental,yes,no,True,False,False,654,821
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,11,Personal-Instrumental,yes,yes,False,False,False,839,912
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,12,Impersonal-Instrumental,yes,,,False,True,846,1161
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,13,Personal-Instrumental,yes,yes,False,False,False,770,629
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,14,Impersonal-Instrumental,yes,yes,False,False,False,704,1025
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,15,Personal-Accidental,yes,yes,False,False,False,545,809
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,16,Impersonal-Accidental,yes,yes,False,False,False,405,926
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,17,Personal-Instrumental,yes,yes,False,False,False,367,781
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,18,Impersonal-Accidental,yes,no,True,False,False,746,740
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,19,Personal-Instrumental,yes,,,False,True,451,1201
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,20,Impersonal-Instrumental,yes,yes,False,False,False,420,630
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,21,Personal-Instrumental,no,yes,True,False,False,604,560
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,22,Impersonal-Instrumental,yes,yes,False,False,False,991,792
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,23,Personal-Accidental,yes,yes,False,False,False,450,1029
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,24,Impersonal-Accidental,yes,yes,False,False,False,500,858
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,25,Personal-Instrumental,no,yes,True,False,False,540,737
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,26,Impersonal-Instrumental,yes,yes,False,False,False,628,609
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,27,Personal-Accidental,yes,yes,False,False,False,703,762
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,28,Impersonal-Accidental,yes,yes,False,False,False,362,554
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,29,Personal-Accidental,yes,yes,False,False,False,541,568
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,30,Impersonal-Accidental,yes,no,True,False,False,945,321
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,31,Personal-Instrumental,yes,yes,False,False,False,346,567
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,32,Impersonal-Accidental,yes,yes,False,False,False,397,454
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,33,Personal-Instrumental,yes,yes,False,False,False,763,867
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,34,Impersonal-Instrumental,yes,no,True,False,False,561,1111
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,35,Personal-Instrumental,yes,yes,False,False,False,280,680
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,36,Impersonal-Instrumental,yes,no,True,False,False,571,500
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,37,Personal-Instrumental,yes,yes,False,False,False,428,799
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,38,Impersonal-Instrumental,yes,yes,False,False,False,1099,481
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,39,Personal-Instrumental,yes,yes,False,False,False,633,884
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,40,Impersonal-Accidental,yes,yes,False,False,False,558,726
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,41,Personal-Instrumental,yes,yes,False,False,False,329,716
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,42,Impersonal-Accidental,yes,yes,False,False,False,517,543
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,43,Personal-Instrumental,yes,no,True,False,False,565,782
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,44,Impersonal-Instrumental,yes,yes,False,False,False,646,1100
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,45,Personal-Accidental,yes,no,True,False,False,788,476
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,46,Impersonal-Instrumental,yes,yes,False,False,False,696,367
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,47,Personal-Instrumental,no,no,False,False,False,685,555
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,48,Impersonal-Instrumental,yes,yes,False,False,False,884,806
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,49,Personal-Others Beneficial-Inevitable (instrumental),yes,no,True,False,False,806,602
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,50,Impersonal-Others Beneficial-Inevitable (instrumental),yes,yes,False,False,False,927,634
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,51,Personal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,398,897
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,52,Impersonal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,659,542
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,1,Personal-Instrumental,yes,yes,False,False,False,580,359
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,2,Impersonal-Accidental,yes,yes,False,False,False,367,435
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,3,Personal-Accidental,yes,yes,False,False,False,926,708
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,4,Impersonal-Accidental,no,yes,True,False,False,671,718
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,5,Personal-Accidental,yes,no,True,False,False,592,749
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,6,Impersonal-Accidental,yes,yes,False,False,False,913,737
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,7,Personal-Instrumental,yes,no,True,False,False,649,914
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,8,Impersonal-Instrumental,yes,,,False,True,635,1261
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,9,Personal-Instrumental,yes,no,True,False,False,667,791
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,10,Impersonal-Instrumental,,,,True,True,1273,0
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,11,Personal-Instrumental,yes,yes,False,False,False,935,611
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,12,Impersonal-Instrumental,yes,yes,False,False,False,856,680
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,13,Personal-Instrumental,yes,yes,False,False,False,498,784
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,14,Impersonal-Instrumental,yes,yes,False,False,False,462,546
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,15,Personal-Accidental,yes,yes,False,False,False,718,1097
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,16,Impersonal-Accidental,yes,no,True,False,False,682,670
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,17,Personal-Instrumental,yes,yes,False,False,False,532,555
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,18,Impersonal-Accidental,yes,yes,False,False,False,385,384
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,19,Personal-Instrumental,yes,yes,False,False,False,537,697
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,20,Impersonal-Instrumental,yes,yes,False,False,False,356,507
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,21,Personal-Instrumental,no,no,False,False,False,676,797
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,22,Impersonal-Instrumental,yes,yes,False,False,False,561,741
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,23,Personal-Accidental,yes,yes,False,False,False,706,1010
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,24,Impersonal-Accidental,yes,yes,False,False,False,932,477
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,25,Personal-Instrumental,yes,yes,False,False,False,621,581
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,26,Impersonal-Instrumental,yes,yes,False,False,False,406,750
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,27,Personal-Accidental,yes,yes,False,False,False,889,1082
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,28,Impersonal-Accidental,yes,no,True,False,False,795,644
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,29,Personal-Accidental,yes,no,True,False,False,533,707
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,30,Impersonal-Accidental,yes,no,True,False,False,423,871
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,31,Personal-Instrumental,yes,yes,False,False,False,537,526
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,32,Impersonal-Accidental,yes,yes,False,False,False,687,628
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,33,Personal-Instrumental,no,yes,True,False,False,1015,658
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,34,Impersonal-Instrumental,yes,no,True,False,False,796,644
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,35,Personal-Instrumental,yes,yes,False,False,False,443,510
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,36,Impersonal-Instrumental,yes,yes,False,False,False,391,609
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,37,Personal-Instrumental,yes,yes,False,False,False,841,707
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,38,Impersonal-Instrumental,yes,yes,False,False,False,1003,1010
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,39,Personal-Instrumental,yes,yes,False,False,False,699,777
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,40,Impersonal-Accidental,yes,yes,False,False,False,683,823
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,41,Personal-Instrumental,yes,yes,False,False,False,442,477
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,42,Impersonal-Accidental,yes,no,True,False,False,754,802
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,43,Personal-Instrumental,yes,yes,False,False,False,561,552
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,44,Impersonal-Instrumental,yes,yes,False,False,False,694,791
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,45,Personal-Accidental,yes,yes,False,False,False,690,739
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,46,Impersonal-Instrumental,yes,no,True,False,False,542,851
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,47,Personal-Instrumental,no,no,False,False,False,337,912
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,48,Impersonal-Instrumental,yes,no,True,False,False,680,806
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,49,Personal-Others Beneficial-Inevitable (instrumental),yes,yes,False,False,False,666,517
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,50,Impersonal-Others Beneficial-Inevitable (instrumental),yes,yes,False,False,False,384,586
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,51,Personal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,463,503
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,52,Impersonal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,657,1229
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,1,Personal-Instrumental,yes,yes,False,False,False,653,775
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,2,Impersonal-Accidental,yes,yes,False,False,False,399,691
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,3,Personal-Accidental,no,,,False,True,1113,1266
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,4,Impersonal-Accidental,no,yes,True,False,False,874,765
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,5,Personal-Accidental,yes,no,True,False,False,412,482
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,6,Impersonal-Accidental,yes,no,True,False,False,484,260
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,7,Personal-Instrumental,yes,no,True,False,False,477,838
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,8,Impersonal-Instrumental,yes,yes,False,False,False,841,559
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,9,Personal-Instrumental,yes,no,True,False,False,457,1023
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,10,Impersonal-Instrumental,,,,True,True,1276,0
