model,is_reasoning,persona_name,persona_index,system_prompt,temperature,seed,run,item_index,item_text,rating,parse_failed,answer_text,thinking_length
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,3,"Is depressed, blue",4,False,4<｜end▁of▁sentence｜>,419
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,4,"Is original, comes up with new ideas",5,False,5<｜end▁of▁sentence｜>,331
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,5,Is reserved,3,False,3<｜end▁of▁sentence｜>,491
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,6,Is helpful and unselfish with others,4,False,4<｜end▁of▁sentence｜>,412
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,7,Can be somewhat careless,4,False,4<｜end▁of▁sentence｜>,252
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,8,"Is relaxed, handles stress well",4,False,4<｜end▁of▁sentence｜>,405
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,9,Is curious about many different things,5,False,5<｜end▁of▁sentence｜>,490
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,10,Is full of energy,4,False,4<｜end▁of▁sentence｜>,752
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,11,Starts quarrels with others,4,False,4<｜end▁of▁sentence｜>,472
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,12,Is a reliable worker,4,False,4<｜end▁of▁sentence｜>,315
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,13,Can be tense,4,False,4<｜end▁of▁sentence｜>,283
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,14,"Is ingenious, a deep thinker",4,False,4<｜end▁of▁sentence｜>,406
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,15,Generates a lot of enthusiasm,5,False,5<｜end▁of▁sentence｜>,304
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,16,Has a forgiving nature,3,False,3<｜end▁of▁sentence｜>,426
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,17,Tends to be disorganized,4,False,4<｜end▁of▁sentence｜>,334
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,18,Worries a lot,3,False,3<｜end▁of▁sentence｜>,240
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,19,Has an active imagination,5,False,5<｜end▁of▁sentence｜>,298
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,20,Tends to be quiet,1,False,1<｜end▁of▁sentence｜>,203
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,21,Is generally trusting,4,False,4<｜end▁of▁sentence｜>,330
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,22,Tends to be lazy,1,False,1<｜end▁of▁sentence｜>,216
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,23,"Is emotionally stable, not easily upset",1,False,,840
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,24,Is inventive,3,False,3<｜end▁of▁sentence｜>,365
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,25,Has an assertive personality,3,False,3<｜end▁of▁sentence｜>,653
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,26,Can be cold and aloof,3,False,3<｜end▁of▁sentence｜>,501
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,27,Perseveres until the task is finished,5,False,5<｜end▁of▁sentence｜>,315
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,28,Can be moody,4,False,4<｜end▁of▁sentence｜>,537
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,29,"Values artistic, aesthetic experiences",5,False,5<｜end▁of▁sentence｜>,293
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,30,"Is sometimes shy, inhibited",4,False,4<｜end▁of▁sentence｜>,779
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,31,Is considerate and kind to almost everyone,4,False,4<｜end▁of▁sentence｜>,392
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,32,Does things efficiently,3,False,3<｜end▁of▁sentence｜>,414
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,33,Remains calm in tense situations,5,False,5<｜end▁of▁sentence｜>,291
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,34,Prefers work that is routine,4,False,4<｜end▁of▁sentence｜>,341
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,35,"Is outgoing, sociable",5,False,5<｜end▁of▁sentence｜>,682
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,36,Is sometimes rude to others,4,False,4<｜end▁of▁sentence｜>,290
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,37,Makes plans and follows through with them,4,False,4<｜end▁of▁sentence｜>,318
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,38,Gets nervous easily,4,False,4<｜end▁of▁sentence｜>,295
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,39,"Likes to reflect, play with ideas",5,False,5<｜end▁of▁sentence｜>,276
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,40,Has few artistic interests,1,False,1<｜end▁of▁sentence｜>,713
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,41,Likes to cooperate with others,4,False,4<｜end▁of▁sentence｜>,317
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,42,Is easily distracted,4,False,4<｜end▁of▁sentence｜>,395
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,43,"Is sophisticated in art, music, or literature",5,False,5<｜end▁of▁sentence｜>,389
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,0,Is talkative,1,False,,758
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,1,Tends to find fault with others,3,False,3<｜end▁of▁sentence｜>,473
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,2,Does a thorough job,1,False,,816
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,3,"Is depressed, blue",3,False,3<｜end▁of▁sentence｜>,767
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,4,"Is original, comes up with new ideas",5,False,5<｜end▁of▁sentence｜>,312
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,5,Is reserved,1,False,,826
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,6,Is helpful and unselfish with others,4,False,4<｜end▁of▁sentence｜>,364
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,7,Can be somewhat careless,4,False,4<｜end▁of▁sentence｜>,512
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,8,"Is relaxed, handles stress well",5,False,5<｜end▁of▁sentence｜>,284
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,9,Is curious about many different things,5,False,5<｜end▁of▁sentence｜>,412
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,10,Is full of energy,5,False,5<｜end▁of▁sentence｜>,253
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,11,Starts quarrels with others,4,False,4<｜end▁of▁sentence｜>,489
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,12,Is a reliable worker,4,False,4<｜end▁of▁sentence｜>,461
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,13,Can be tense,4,False,4<｜end▁of▁sentence｜>,532
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,14,"Is ingenious, a deep thinker",4,False,4<｜end▁of▁sentence｜>,352
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,15,Generates a lot of enthusiasm,4,False,4<｜end▁of▁sentence｜>,591
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,16,Has a forgiving nature,4,False,4<｜end▁of▁sentence｜>,594
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,17,Tends to be disorganized,4,False,4<｜end▁of▁sentence｜>,531
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,18,Worries a lot,4,False,4<｜end▁of▁sentence｜>,722
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,19,Has an active imagination,5,False,5<｜end▁of▁sentence｜>,405
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,20,Tends to be quiet,4,False,4<｜end▁of▁sentence｜>,399
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,21,Is generally trusting,4,False,4<｜end▁of▁sentence｜>,262
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,22,Tends to be lazy,4,False,4<｜end▁of▁sentence｜>,579
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,23,"Is emotionally stable, not easily upset",4,False,4<｜end▁of▁sentence｜>,282
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,24,Is inventive,4,False,4<｜end▁of▁sentence｜>,356
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,25,Has an assertive personality,4,False,4<｜end▁of▁sentence｜>,396
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,26,Can be cold and aloof,4,False,4<｜end▁of▁sentence｜>,418
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,27,Perseveres until the task is finished,4,False,4<｜end▁of▁sentence｜>,317
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,28,Can be moody,4,False,4<｜end▁of▁sentence｜>,441
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,29,"Values artistic, aesthetic experiences",5,False,5<｜end▁of▁sentence｜>,410
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,30,"Is sometimes shy, inhibited",3,False,3<｜end▁of▁sentence｜>,518
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,31,Is considerate and kind to almost everyone,4,False,4<｜end▁of▁sentence｜>,332
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,32,Does things efficiently,4,False,4<｜end▁of▁sentence｜>,443
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,33,Remains calm in tense situations,4,False,4<｜end▁of▁sentence｜>,301
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,34,Prefers work that is routine,4,False,4<｜end▁of▁sentence｜>,304
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,35,"Is outgoing, sociable",5,False,5<｜end▁of▁sentence｜>,183
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,36,Is sometimes rude to others,4,False,4<｜end▁of▁sentence｜>,432
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,37,Makes plans and follows through with them,3,False,3<｜end▁of▁sentence｜>,339
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,38,Gets nervous easily,4,False,4<｜end▁of▁sentence｜>,489
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,39,"Likes to reflect, play with ideas",5,False,5<｜end▁of▁sentence｜>,182
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,40,Has few artistic interests,1,False,1<｜end▁of▁sentence｜>,246
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,41,Likes to cooperate with others,4,False,4<｜end▁of▁sentence｜>,344
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,42,Is easily distracted,4,False,4<｜end▁of▁sentence｜>,411
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,43,"Is sophisticated in art, music, or literature",4,False,4<｜end▁of▁sentence｜>,398
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,0,Is talkative,4,False,4<｜end▁of▁sentence｜>,522
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,1,Tends to find fault with others,4,False,4<｜end▁of▁sentence｜>,573
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,2,Does a thorough job,5,False,5<｜end▁of▁sentence｜>,323
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,3,"Is depressed, blue",3,False,3<｜end▁of▁sentence｜>,405
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,4,"Is original, comes up with new ideas",5,False,5<｜end▁of▁sentence｜>,346
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,5,Is reserved,3,False,3<｜end▁of▁sentence｜>,326
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,6,Is helpful and unselfish with others,5,False,5<｜end▁of▁sentence｜>,277
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,7,Can be somewhat careless,3,False,3<｜end▁of▁sentence｜>,379
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,8,"Is relaxed, handles stress well",5,False,5<｜end▁of▁sentence｜>,373
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,9,Is curious about many different things,5,False,5<｜end▁of▁sentence｜>,429
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,10,Is full of energy,3,False,3<｜end▁of▁sentence｜>,606
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,11,Starts quarrels with others,4,False,4<｜end▁of▁sentence｜>,448
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,12,Is a reliable worker,4,False,4<｜end▁of▁sentence｜>,359
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,13,Can be tense,5,False,5<｜end▁of▁sentence｜>,410
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,14,"Is ingenious, a deep thinker",4,False,4<｜end▁of▁sentence｜>,419
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,15,Generates a lot of enthusiasm,5,False,5<｜end▁of▁sentence｜>,477
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,16,Has a forgiving nature,4,False,4<｜end▁of▁sentence｜>,387
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,17,Tends to be disorganized,3,False,3<｜end▁of▁sentence｜>,290
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,18,Worries a lot,1,False,1<｜end▁of▁sentence｜>,783
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,19,Has an active imagination,5,False,5<｜end▁of▁sentence｜>,367
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,20,Tends to be quiet,3,False,3<｜end▁of▁sentence｜>,539
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,21,Is generally trusting,4,False,4<｜end▁of▁sentence｜>,432
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,22,Tends to be lazy,3,False,3<｜end▁of▁sentence｜>,375
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,23,"Is emotionally stable, not easily upset",4,False,4<｜end▁of▁sentence｜>,343
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,24,Is inventive,5,False,5<｜end▁of▁sentence｜>,321
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,25,Has an assertive personality,2,False,2<｜end▁of▁sentence｜>,338
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,26,Can be cold and aloof,4,False,4<｜end▁of▁sentence｜>,673
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,27,Perseveres until the task is finished,5,False,5<｜end▁of▁sentence｜>,185
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,28,Can be moody,4,False,4<｜end▁of▁sentence｜>,444
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,29,"Values artistic, aesthetic experiences",5,False,5<｜end▁of▁sentence｜>,562
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,30,"Is sometimes shy, inhibited",4,False,4<｜end▁of▁sentence｜>,336
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,31,Is considerate and kind to almost everyone,3,False,3<｜end▁of▁sentence｜>,715
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,32,Does things efficiently,5,False,5<｜end▁of▁sentence｜>,756
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,33,Remains calm in tense situations,4,False,4<｜end▁of▁sentence｜>,266
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,34,Prefers work that is routine,4,False,4<｜end▁of▁sentence｜>,249
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,35,"Is outgoing, sociable",4,False,4<｜end▁of▁sentence｜>,253
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,36,Is sometimes rude to others,4,False,4<｜end▁of▁sentence｜>,412
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,37,Makes plans and follows through with them,4,False,4<｜end▁of▁sentence｜>,228
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,38,Gets nervous easily,3,False,3<｜end▁of▁sentence｜>,707
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,39,"Likes to reflect, play with ideas",4,False,4<｜end▁of▁sentence｜>,301
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,40,Has few artistic interests,3,False,3<｜end▁of▁sentence｜>,677
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,41,Likes to cooperate with others,4,False,4<｜end▁of▁sentence｜>,192
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,42,Is easily distracted,4,False,4<｜end▁of▁sentence｜>,357
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,43,"Is sophisticated in art, music, or literature",4,False,4<｜end▁of▁sentence｜>,344
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,0,Is talkative,4,False,4<｜end▁of▁sentence｜>,214
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,1,Tends to find fault with others,4,False,4<｜end▁of▁sentence｜>,340
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,2,Does a thorough job,3,False,3<｜end▁of▁sentence｜>,427
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,3,"Is depressed, blue",5,False,5<｜end▁of▁sentence｜>,636
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,4,"Is original, comes up with new ideas",5,False,5<｜end▁of▁sentence｜>,280
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,5,Is reserved,3,False,3<｜end▁of▁sentence｜>,424
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,6,Is helpful and unselfish with others,4,False,4<｜end▁of▁sentence｜>,439
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,7,Can be somewhat careless,4,False,4<｜end▁of▁sentence｜>,183
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,8,"Is relaxed, handles stress well",4,False,4<｜end▁of▁sentence｜>,382
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,9,Is curious about many different things,5,False,5<｜end▁of▁sentence｜>,229
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,10,Is full of energy,5,False,5<｜end▁of▁sentence｜>,380
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,11,Starts quarrels with others,2,False,2<｜end▁of▁sentence｜>,293
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,12,Is a reliable worker,5,False,5<｜end▁of▁sentence｜>,645
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,13,Can be tense,4,False,4<｜end▁of▁sentence｜>,427
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,14,"Is ingenious, a deep thinker",4,False,4<｜end▁of▁sentence｜>,545
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,15,Generates a lot of enthusiasm,4,False,4<｜end▁of▁sentence｜>,357
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,16,Has a forgiving nature,5,False,5<｜end▁of▁sentence｜>,499
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,17,Tends to be disorganized,4,False,4<｜end▁of▁sentence｜>,299
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,18,Worries a lot,3,False,3<｜end▁of▁sentence｜>,476
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,19,Has an active imagination,5,False,5<｜end▁of▁sentence｜>,209
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,20,Tends to be quiet,1,False,1<｜end▁of▁sentence｜>,199
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,21,Is generally trusting,4,False,4<｜end▁of▁sentence｜>,299
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,22,Tends to be lazy,2,False,2<｜end▁of▁sentence｜>,349
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,23,"Is emotionally stable, not easily upset",5,False,5<｜end▁of▁sentence｜>,280
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,24,Is inventive,4,False,4<｜end▁of▁sentence｜>,336
