model,is_reasoning,persona_name,persona_index,system_prompt,temperature,seed,run,item_index,item_text,rating,parse_failed,answer_text,thinking_length
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,24,Is inventive,4,False,4<｜end▁of▁sentence｜>,299
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,25,Has an assertive personality,4,False,4<｜end▁of▁sentence｜>,441
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,26,Can be cold and aloof,3,False,3<｜end▁of▁sentence｜>,236
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,27,Perseveres until the task is finished,4,False,4<｜end▁of▁sentence｜>,245
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,28,Can be moody,4,False,4 - Agree a little<｜end▁of▁sentence｜>,350
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,29,"Values artistic, aesthetic experiences",4,False,4<｜end▁of▁sentence｜>,410
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,30,"Is sometimes shy, inhibited",4,False,4<｜end▁of▁sentence｜>,310
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,31,Is considerate and kind to almost everyone,4,False,4<｜end▁of▁sentence｜>,434
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,32,Does things efficiently,5,False,5<｜end▁of▁sentence｜>,421
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,33,Remains calm in tense situations,4,False,4<｜end▁of▁sentence｜>,329
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,34,Prefers work that is routine,3,False,3<｜end▁of▁sentence｜>,393
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,35,"Is outgoing, sociable",4,False,4<｜end▁of▁sentence｜>,367
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,36,Is sometimes rude to others,3,False,3<｜end▁of▁sentence｜>,252
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,37,Makes plans and follows through with them,4,False,4<｜end▁of▁sentence｜>,233
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,38,Gets nervous easily,3,False,3<｜end▁of▁sentence｜>,228
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,39,"Likes to reflect, play with ideas",5,False,5<｜end▁of▁sentence｜>,276
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,40,Has few artistic interests,4,False,4<｜end▁of▁sentence｜>,367
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,41,Likes to cooperate with others,5,False,5<｜end▁of▁sentence｜>,308
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,42,Is easily distracted,4,False,4<｜end▁of▁sentence｜>,382
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,123,2,43,"Is sophisticated in art, music, or literature",4,False,4<｜end▁of▁sentence｜>,335
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,0,Is talkative,4,False,4<｜end▁of▁sentence｜>,239
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,1,Tends to find fault with others,2,False,2<｜end▁of▁sentence｜>,310
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,2,Does a thorough job,5,False,5<｜end▁of▁sentence｜>,319
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,3,"Is depressed, blue",4,False,4<｜end▁of▁sentence｜>,452
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,4,"Is original, comes up with new ideas",4,False,4<｜end▁of▁sentence｜>,554
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,5,Is reserved,4,False,4<｜end▁of▁sentence｜>,350
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,6,Is helpful and unselfish with others,4,False,4<｜end▁of▁sentence｜>,394
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,7,Can be somewhat careless,3,False,3<｜end▁of▁sentence｜>,367
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,8,"Is relaxed, handles stress well",4,False,4<｜end▁of▁sentence｜>,299
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,9,Is curious about many different things,4,False,4<｜end▁of▁sentence｜>,321
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,10,Is full of energy,4,False,4<｜end▁of▁sentence｜>,282
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,11,Starts quarrels with others,2,False,2<｜end▁of▁sentence｜>,383
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,12,Is a reliable worker,5,False,5<｜end▁of▁sentence｜>,207
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,13,Can be tense,4,False,4<｜end▁of▁sentence｜>,329
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,14,"Is ingenious, a deep thinker",4,False,4<｜end▁of▁sentence｜>,389
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,15,Generates a lot of enthusiasm,4,False,4<｜end▁of▁sentence｜>,462
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,16,Has a forgiving nature,4,False,4<｜end▁of▁sentence｜>,295
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,17,Tends to be disorganized,4,False,4<｜end▁of▁sentence｜>,254
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,18,Worries a lot,4,False,4<｜end▁of▁sentence｜>,376
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,19,Has an active imagination,4,False,4<｜end▁of▁sentence｜>,381
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,20,Tends to be quiet,3,False,3<｜end▁of▁sentence｜>,387
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,21,Is generally trusting,4,False,4<｜end▁of▁sentence｜>,440
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,22,Tends to be lazy,3,False,3<｜end▁of▁sentence｜>,398
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,23,"Is emotionally stable, not easily upset",4,False,4<｜end▁of▁sentence｜>,356
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,24,Is inventive,4,False,4<｜end▁of▁sentence｜>,378
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,25,Has an assertive personality,4,False,4<｜end▁of▁sentence｜>,300
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,26,Can be cold and aloof,4,False,4<｜end▁of▁sentence｜>,332
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,27,Perseveres until the task is finished,4,False,4<｜end▁of▁sentence｜>,388
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,28,Can be moody,4,False,4<｜end▁of▁sentence｜>,395
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,29,"Values artistic, aesthetic experiences",4,False,4<｜end▁of▁sentence｜>,246
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,30,"Is sometimes shy, inhibited",2,False,2<｜end▁of▁sentence｜>,225
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,31,Is considerate and kind to almost everyone,4,False,4<｜end▁of▁sentence｜>,284
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,32,Does things efficiently,4,False,4<｜end▁of▁sentence｜>,335
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,33,Remains calm in tense situations,4,False,4<｜end▁of▁sentence｜>,305
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,34,Prefers work that is routine,2,False,2<｜end▁of▁sentence｜>,263
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,35,"Is outgoing, sociable",4,False,4<｜end▁of▁sentence｜>,328
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,36,Is sometimes rude to others,4,False,4<｜end▁of▁sentence｜>,331
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,37,Makes plans and follows through with them,4,False,4<｜end▁of▁sentence｜>,197
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,38,Gets nervous easily,2,False,2<｜end▁of▁sentence｜>,744
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,39,"Likes to reflect, play with ideas",4,False,4<｜end▁of▁sentence｜>,426
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,40,Has few artistic interests,2,False,2<｜end▁of▁sentence｜>,481
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,41,Likes to cooperate with others,4,False,4<｜end▁of▁sentence｜>,453
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,42,Is easily distracted,4,False,4<｜end▁of▁sentence｜>,275
deepseek-r1-distill-llama-8b,True,empty,1,,0.5,456,3,43,"Is sophisticated in art, music, or literature",4,False,4<｜end▁of▁sentence｜>,483
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,0,Is talkative,4,False,4<｜end▁of▁sentence｜>,223
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,1,Tends to find fault with others,3,False,3<｜end▁of▁sentence｜>,263
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,2,Does a thorough job,4,False,4<｜end▁of▁sentence｜>,550
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,3,"Is depressed, blue",3,False,3<｜end▁of▁sentence｜>,353
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,4,"Is original, comes up with new ideas",4,False,4<｜end▁of▁sentence｜>,433
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,5,Is reserved,4,False,4<｜end▁of▁sentence｜>,312
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,6,Is helpful and unselfish with others,4,False,4<｜end▁of▁sentence｜>,495
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,7,Can be somewhat careless,4,False,4<｜end▁of▁sentence｜>,360
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,8,"Is relaxed, handles stress well",4,False,4<｜end▁of▁sentence｜>,310
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,9,Is curious about many different things,4,False,4<｜end▁of▁sentence｜>,400
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,10,Is full of energy,3,False,3<｜end▁of▁sentence｜>,383
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,11,Starts quarrels with others,2,False,2<｜end▁of▁sentence｜>,426
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,12,Is a reliable worker,4,False,4<｜end▁of▁sentence｜>,430
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,13,Can be tense,1,False,1<｜end▁of▁sentence｜>,237
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,14,"Is ingenious, a deep thinker",4,False,4<｜end▁of▁sentence｜>,310
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,15,Generates a lot of enthusiasm,5,False,5<｜end▁of▁sentence｜>,397
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,16,Has a forgiving nature,4,False,4<｜end▁of▁sentence｜>,465
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,17,Tends to be disorganized,3,False,3<｜end▁of▁sentence｜>,276
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,18,Worries a lot,4,False,4<｜end▁of▁sentence｜>,332
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,19,Has an active imagination,4,False,4<｜end▁of▁sentence｜>,428
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,20,Tends to be quiet,4,False,4<｜end▁of▁sentence｜>,348
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,21,Is generally trusting,4,False,4<｜end▁of▁sentence｜>,322
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,22,Tends to be lazy,3,False,3<｜end▁of▁sentence｜>,266
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,23,"Is emotionally stable, not easily upset",4,False,4<｜end▁of▁sentence｜>,322
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,24,Is inventive,4,False,4<｜end▁of▁sentence｜>,267
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,25,Has an assertive personality,4,False,4<｜end▁of▁sentence｜>,300
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,26,Can be cold and aloof,2,False,2<｜end▁of▁sentence｜>,316
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,27,Perseveres until the task is finished,5,False,5<｜end▁of▁sentence｜>,359
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,28,Can be moody,4,False,4<｜end▁of▁sentence｜>,298
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,29,"Values artistic, aesthetic experiences",4,False,4<｜end▁of▁sentence｜>,249
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,30,"Is sometimes shy, inhibited",4,False,4<｜end▁of▁sentence｜>,230
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,31,Is considerate and kind to almost everyone,4,False,4<｜end▁of▁sentence｜>,400
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,32,Does things efficiently,5,False,5<｜end▁of▁sentence｜>,310
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,33,Remains calm in tense situations,4,False,4<｜end▁of▁sentence｜>,709
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,34,Prefers work that is routine,4,False,4<｜end▁of▁sentence｜>,213
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,35,"Is outgoing, sociable",4,False,4<｜end▁of▁sentence｜>,523
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,36,Is sometimes rude to others,4,False,4<｜end▁of▁sentence｜>,372
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,37,Makes plans and follows through with them,5,False,5<｜end▁of▁sentence｜>,379
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,38,Gets nervous easily,4,False,4<｜end▁of▁sentence｜>,376
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,39,"Likes to reflect, play with ideas",4,False,4<｜end▁of▁sentence｜>,488
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,40,Has few artistic interests,2,False,2<｜end▁of▁sentence｜>,438
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,41,Likes to cooperate with others,4,False,4<｜end▁of▁sentence｜>,240
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,42,Is easily distracted,4,False,4<｜end▁of▁sentence｜>,279
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,42,1,43,"Is sophisticated in art, music, or literature",4,False,4<｜end▁of▁sentence｜>,478
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,0,Is talkative,4,False,4<｜end▁of▁sentence｜>,352
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,1,Tends to find fault with others,4,False,4<｜end▁of▁sentence｜>,320
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,2,Does a thorough job,4,False,4<｜end▁of▁sentence｜>,292
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,3,"Is depressed, blue",4,False,4<｜end▁of▁sentence｜>,417
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,4,"Is original, comes up with new ideas",4,False,4<｜end▁of▁sentence｜>,435
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,5,Is reserved,4,False,4<｜end▁of▁sentence｜>,266
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,6,Is helpful and unselfish with others,4,False,4<｜end▁of▁sentence｜>,205
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,7,Can be somewhat careless,4,False,4<｜end▁of▁sentence｜>,317
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,8,"Is relaxed, handles stress well",4,False,4<｜end▁of▁sentence｜>,230
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,9,Is curious about many different things,5,False,5<｜end▁of▁sentence｜>,487
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,10,Is full of energy,4,False,4<｜end▁of▁sentence｜>,484
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,11,Starts quarrels with others,2,False,2<｜end▁of▁sentence｜>,251
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,12,Is a reliable worker,4,False,4<｜end▁of▁sentence｜>,321
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,13,Can be tense,3,False,3<｜end▁of▁sentence｜>,455
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,14,"Is ingenious, a deep thinker",4,False,4<｜end▁of▁sentence｜>,364
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,15,Generates a lot of enthusiasm,5,False,5<｜end▁of▁sentence｜>,427
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,16,Has a forgiving nature,4,False,4<｜end▁of▁sentence｜>,313
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,17,Tends to be disorganized,4,False,4<｜end▁of▁sentence｜>,426
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,18,Worries a lot,4,False,4<｜end▁of▁sentence｜>,234
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,19,Has an active imagination,4,False,4<｜end▁of▁sentence｜>,350
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,20,Tends to be quiet,4,False,4<｜end▁of▁sentence｜>,307
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,21,Is generally trusting,3,False,3<｜end▁of▁sentence｜>,229
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,22,Tends to be lazy,2,False,2<｜end▁of▁sentence｜>,348
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,23,"Is emotionally stable, not easily upset",4,False,4<｜end▁of▁sentence｜>,279
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,24,Is inventive,4,False,4 - Agree a little strongly<｜end▁of▁sentence｜>,474
deepseek-r1-distill-llama-8b,True,empty,1,,0.6,123,2,25,Has an assertive personality,4,False,4<｜end▁of▁sentence｜>,338
