model,is_reasoning,persona_name,persona_index,system_prompt,temperature,seed,run,source_condition,dilemma_id,dilemma_category,step1_answer,step2_answer,flipped,step1_parse_failed,step2_parse_failed,step1_thinking_length,step2_thinking_length
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,22,Impersonal-Instrumental,yes,no,True,False,False,599,379
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,23,Personal-Accidental,yes,yes,False,False,False,440,751
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,24,Impersonal-Accidental,yes,yes,False,False,False,1225,740
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,25,Personal-Instrumental,yes,no,True,False,False,615,653
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,26,Impersonal-Instrumental,yes,no,True,False,False,1040,1077
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,27,Personal-Accidental,yes,yes,False,False,False,508,727
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,28,Impersonal-Accidental,yes,yes,False,False,False,574,490
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,29,Personal-Accidental,yes,no,True,False,False,554,354
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,30,Impersonal-Accidental,yes,no,True,False,False,618,1130
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,31,Personal-Instrumental,yes,no,True,False,False,637,505
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,32,Impersonal-Accidental,yes,no,True,False,False,405,988
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,33,Personal-Instrumental,yes,no,True,False,False,533,797
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,34,Impersonal-Instrumental,yes,no,True,False,False,570,631
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,35,Personal-Instrumental,yes,no,True,False,False,360,1018
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,36,Impersonal-Instrumental,yes,no,True,False,False,407,881
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,37,Personal-Instrumental,yes,no,True,False,False,658,1161
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,38,Impersonal-Instrumental,yes,yes,False,False,False,432,612
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,39,Personal-Instrumental,yes,no,True,False,False,1027,493
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,40,Impersonal-Accidental,yes,no,True,False,False,400,678
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,41,Personal-Instrumental,yes,no,True,False,False,432,782
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,42,Impersonal-Accidental,yes,no,True,False,False,718,953
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,43,Personal-Instrumental,yes,yes,False,False,False,327,736
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,44,Impersonal-Instrumental,yes,,,False,True,575,1240
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,45,Personal-Accidental,yes,no,True,False,False,542,624
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,46,Impersonal-Instrumental,yes,,,False,True,526,1211
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,47,Personal-Instrumental,no,yes,True,False,False,583,902
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,48,Impersonal-Instrumental,yes,,,False,True,571,1262
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,49,Personal-Others Beneficial-Inevitable (instrumental),no,yes,True,False,False,1006,618
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,50,Impersonal-Others Beneficial-Inevitable (instrumental),yes,no,True,False,False,572,793
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,51,Personal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,627,699
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,42,1,user_reasoned,52,Impersonal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,563,678
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,1,Personal-Instrumental,yes,no,True,False,False,683,698
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,2,Impersonal-Accidental,yes,no,True,False,False,524,640
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,3,Personal-Accidental,,,,True,True,1263,0
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,4,Impersonal-Accidental,yes,no,True,False,False,866,580
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,5,Personal-Accidental,yes,no,True,False,False,718,696
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,6,Impersonal-Accidental,yes,no,True,False,False,1010,746
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,7,Personal-Instrumental,yes,no,True,False,False,789,514
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,8,Impersonal-Instrumental,yes,no,True,False,False,595,597
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,9,Personal-Instrumental,yes,no,True,False,False,1185,537
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,10,Impersonal-Instrumental,yes,no,True,False,False,547,856
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,11,Personal-Instrumental,yes,yes,False,False,False,571,897
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,12,Impersonal-Instrumental,yes,yes,False,False,False,836,893
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,13,Personal-Instrumental,yes,yes,False,False,False,604,665
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,14,Impersonal-Instrumental,yes,no,True,False,False,489,763
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,15,Personal-Accidental,yes,,,False,True,942,1290
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,16,Impersonal-Accidental,yes,no,True,False,False,842,537
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,17,Personal-Instrumental,yes,no,True,False,False,719,734
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,18,Impersonal-Accidental,yes,,,False,True,431,1266
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,19,Personal-Instrumental,yes,no,True,False,False,365,566
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,20,Impersonal-Instrumental,yes,yes,False,False,False,412,980
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,21,Personal-Instrumental,yes,yes,False,False,False,490,815
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,22,Impersonal-Instrumental,yes,no,True,False,False,795,1049
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,23,Personal-Accidental,yes,,,False,True,546,681
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,24,Impersonal-Accidental,yes,yes,False,False,False,359,817
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,25,Personal-Instrumental,yes,no,True,False,False,1158,611
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,26,Impersonal-Instrumental,yes,no,True,False,False,724,873
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,27,Personal-Accidental,yes,yes,False,False,False,413,934
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,28,Impersonal-Accidental,yes,yes,False,False,False,639,772
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,29,Personal-Accidental,yes,no,True,False,False,623,677
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,30,Impersonal-Accidental,yes,no,True,False,False,697,715
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,31,Personal-Instrumental,yes,no,True,False,False,431,949
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,32,Impersonal-Accidental,yes,no,True,False,False,404,609
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,33,Personal-Instrumental,yes,no,True,False,False,638,914
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,34,Impersonal-Instrumental,yes,yes,False,False,False,734,617
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,35,Personal-Instrumental,yes,no,True,False,False,508,597
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,36,Impersonal-Instrumental,yes,no,True,False,False,368,761
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,37,Personal-Instrumental,yes,yes,False,False,False,902,760
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,38,Impersonal-Instrumental,yes,yes,False,False,False,764,667
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,39,Personal-Instrumental,yes,no,True,False,False,970,420
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,40,Impersonal-Accidental,yes,yes,False,False,False,694,1048
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,41,Personal-Instrumental,yes,no,True,False,False,520,1144
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,42,Impersonal-Accidental,yes,yes,False,False,False,571,821
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,43,Personal-Instrumental,yes,yes,False,False,False,661,890
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,44,Impersonal-Instrumental,yes,no,True,False,False,351,905
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,45,Personal-Accidental,yes,no,True,False,False,534,324
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,46,Impersonal-Instrumental,yes,,,False,True,487,1225
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,47,Personal-Instrumental,yes,no,True,False,False,556,719
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,48,Impersonal-Instrumental,yes,,,False,True,794,1276
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,49,Personal-Others Beneficial-Inevitable (instrumental),yes,,,False,True,446,1314
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,50,Impersonal-Others Beneficial-Inevitable (instrumental),yes,no,True,False,False,462,1026
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,51,Personal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,628,902
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,user_reasoned,52,Impersonal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,570,554
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,1,Personal-Instrumental,yes,no,True,False,False,581,329
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,2,Impersonal-Accidental,yes,yes,False,False,False,661,748
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,3,Personal-Accidental,yes,no,True,False,False,599,645
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,4,Impersonal-Accidental,no,yes,True,False,False,831,690
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,5,Personal-Accidental,yes,yes,False,False,False,804,631
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,6,Impersonal-Accidental,yes,no,True,False,False,739,945
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,7,Personal-Instrumental,yes,,,False,True,519,1265
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,8,Impersonal-Instrumental,yes,yes,False,False,False,813,799
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,9,Personal-Instrumental,yes,no,True,False,False,637,337
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,10,Impersonal-Instrumental,yes,no,True,False,False,520,646
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,11,Personal-Instrumental,yes,yes,False,False,False,660,828
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,12,Impersonal-Instrumental,yes,no,True,False,False,513,741
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,13,Personal-Instrumental,yes,no,True,False,False,646,698
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,14,Impersonal-Instrumental,yes,no,True,False,False,554,516
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,15,Personal-Accidental,yes,no,True,False,False,569,722
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,16,Impersonal-Accidental,yes,no,True,False,False,338,919
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,17,Personal-Instrumental,yes,no,True,False,False,367,325
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,18,Impersonal-Accidental,yes,,,False,True,434,1275
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,19,Personal-Instrumental,yes,no,True,False,False,390,588
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,20,Impersonal-Instrumental,yes,no,True,False,False,816,805
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,21,Personal-Instrumental,no,yes,True,False,False,539,567
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,22,Impersonal-Instrumental,yes,no,True,False,False,1070,596
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,23,Personal-Accidental,yes,no,True,False,False,479,508
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,24,Impersonal-Accidental,yes,no,True,False,False,345,758
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,25,Personal-Instrumental,yes,no,True,False,False,538,657
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,26,Impersonal-Instrumental,yes,yes,False,False,False,659,1127
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,27,Personal-Accidental,yes,no,True,False,False,723,935
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,28,Impersonal-Accidental,yes,no,True,False,False,514,516
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,29,Personal-Accidental,yes,no,True,False,False,310,646
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,30,Impersonal-Accidental,yes,no,True,False,False,668,574
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,31,Personal-Instrumental,yes,no,True,False,False,387,582
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,32,Impersonal-Accidental,yes,no,True,False,False,432,902
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,33,Personal-Instrumental,no,yes,True,False,False,1121,784
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,34,Impersonal-Instrumental,yes,no,True,False,False,691,1007
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,35,Personal-Instrumental,yes,no,True,False,False,603,822
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,36,Impersonal-Instrumental,yes,no,True,False,False,391,890
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,37,Personal-Instrumental,yes,,,False,True,370,819
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,38,Impersonal-Instrumental,yes,no,True,False,False,1293,800
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,39,Personal-Instrumental,yes,no,True,False,False,1113,650
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,40,Impersonal-Accidental,yes,yes,False,False,False,427,1155
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,41,Personal-Instrumental,yes,no,True,False,False,602,898
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,42,Impersonal-Accidental,yes,no,True,False,False,308,980
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,43,Personal-Instrumental,yes,no,True,False,False,680,1172
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,44,Impersonal-Instrumental,yes,no,True,False,False,503,562
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,45,Personal-Accidental,yes,yes,False,False,False,454,806
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,46,Impersonal-Instrumental,yes,no,True,False,False,636,711
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,47,Personal-Instrumental,no,yes,True,False,False,606,460
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,48,Impersonal-Instrumental,no,yes,True,False,False,598,667
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,49,Personal-Others Beneficial-Inevitable (instrumental),yes,yes,False,False,False,865,751
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,50,Impersonal-Others Beneficial-Inevitable (instrumental),yes,no,True,False,False,867,643
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,51,Personal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,589,691
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,user_reasoned,52,Impersonal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,473,1022
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,1,Personal-Instrumental,yes,no,True,False,False,408,689
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,2,Impersonal-Accidental,yes,no,True,False,False,1066,769
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,3,Personal-Accidental,yes,no,True,False,False,721,1084
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,4,Impersonal-Accidental,yes,no,True,False,False,549,844
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,5,Personal-Accidental,yes,no,True,False,False,914,723
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,6,Impersonal-Accidental,yes,no,True,False,False,519,1008
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,7,Personal-Instrumental,yes,no,True,False,False,966,687
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,8,Impersonal-Instrumental,yes,yes,False,False,False,405,879
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,9,Personal-Instrumental,no,yes,True,False,False,284,497
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,10,Impersonal-Instrumental,yes,no,True,False,False,737,854
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,11,Personal-Instrumental,yes,no,True,False,False,484,546
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,12,Impersonal-Instrumental,yes,no,True,False,False,681,874
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,13,Personal-Instrumental,yes,yes,False,False,False,568,547
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,14,Impersonal-Instrumental,yes,no,True,False,False,675,1031
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,15,Personal-Accidental,yes,no,True,False,False,466,1027
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,16,Impersonal-Accidental,yes,no,True,False,False,804,475
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,17,Personal-Instrumental,yes,no,True,False,False,358,626
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,user_reasoned,18,Impersonal-Accidental,yes,no,True,False,False,755,455
