model,is_reasoning,persona_name,persona_index,system_prompt,temperature,seed,run,source_condition,dilemma_id,dilemma_category,step1_answer,step2_answer,flipped,step1_parse_failed,step2_parse_failed,step1_thinking_length,step2_thinking_length
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,13,,yes,yes,False,False,False,604,637
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,14,,yes,no,True,False,False,489,1247
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,15,,yes,yes,False,False,False,942,945
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,16,,yes,yes,False,False,False,842,755
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,17,,yes,yes,False,False,False,719,929
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,18,,yes,yes,False,False,False,431,1243
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,19,,yes,yes,False,False,False,365,691
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,20,,yes,yes,False,False,False,412,902
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,21,,yes,yes,False,False,False,490,538
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,22,,yes,yes,False,False,False,795,800
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,23,,yes,yes,False,False,False,546,561
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,24,,yes,no,True,False,False,359,796
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,25,,yes,no,True,False,False,1158,499
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,26,,yes,,,False,True,724,1267
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,27,,yes,no,True,False,False,413,426
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,28,,yes,no,True,False,False,639,899
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,29,,yes,no,True,False,False,623,689
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,30,,yes,yes,False,False,False,661,719
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,31,,yes,yes,False,False,False,431,486
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,32,,yes,yes,False,False,False,404,496
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,33,,yes,yes,False,False,False,638,596
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,34,,yes,no,True,False,False,734,614
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,35,,yes,,,False,True,508,663
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,36,,yes,yes,False,False,False,368,336
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,37,,yes,yes,False,False,False,902,608
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,38,,yes,no,True,False,False,764,793
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,39,,yes,yes,False,False,False,970,596
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,40,,yes,yes,False,False,False,694,648
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,41,,yes,no,True,False,False,520,578
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,42,,yes,no,True,False,False,571,865
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,43,,yes,yes,False,False,False,661,761
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,44,,yes,yes,False,False,False,351,1053
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,45,,yes,yes,False,False,False,534,780
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,46,,yes,no,True,False,False,487,816
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,47,,yes,no,True,False,False,556,711
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,48,,yes,no,True,False,False,794,571
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,49,,yes,no,True,False,False,446,731
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,50,,yes,no,True,False,False,462,706
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,51,,yes,yes,False,False,False,628,706
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,123,2,impersonal,52,,yes,no,True,False,False,570,743
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,1,Personal-Instrumental,yes,yes,False,False,False,581,683
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,2,Impersonal-Accidental,yes,,,False,True,661,1283
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,3,Personal-Accidental,yes,no,True,False,False,599,598
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,4,Impersonal-Accidental,no,yes,True,False,False,831,1030
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,5,Personal-Accidental,yes,yes,False,False,False,804,600
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,6,Impersonal-Accidental,yes,yes,False,False,False,739,532
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,7,Personal-Instrumental,yes,no,True,False,False,519,653
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,8,Impersonal-Instrumental,yes,no,True,False,False,813,998
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,9,Personal-Instrumental,yes,no,True,False,False,637,1109
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,10,Impersonal-Instrumental,yes,no,True,False,False,520,599
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,11,Personal-Instrumental,yes,yes,False,False,False,660,831
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,12,Impersonal-Instrumental,yes,no,True,False,False,513,428
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,13,Personal-Instrumental,yes,yes,False,False,False,646,701
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,14,Impersonal-Instrumental,yes,yes,False,False,False,554,757
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,15,Personal-Accidental,yes,yes,False,False,False,569,999
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,16,Impersonal-Accidental,yes,yes,False,False,False,338,473
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,17,Personal-Instrumental,yes,yes,False,False,False,367,429
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,18,Impersonal-Accidental,yes,yes,False,False,False,434,736
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,19,Personal-Instrumental,yes,yes,False,False,False,390,578
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,20,Impersonal-Instrumental,yes,yes,False,False,False,816,715
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,21,Personal-Instrumental,no,yes,True,False,False,539,743
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,22,Impersonal-Instrumental,yes,yes,False,False,False,1070,1111
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,23,Personal-Accidental,yes,yes,False,False,False,479,774
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,24,Impersonal-Accidental,yes,yes,False,False,False,345,1179
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,25,Personal-Instrumental,yes,no,True,False,False,538,513
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,26,Impersonal-Instrumental,yes,yes,False,False,False,659,849
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,27,Personal-Accidental,yes,no,True,False,False,723,362
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,28,Impersonal-Accidental,yes,no,True,False,False,514,1022
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,29,Personal-Accidental,yes,no,True,False,False,310,728
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,30,Impersonal-Accidental,yes,no,True,False,False,668,470
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,31,Personal-Instrumental,yes,no,True,False,False,387,737
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,32,Impersonal-Accidental,yes,no,True,False,False,432,693
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,33,Personal-Instrumental,no,yes,True,False,False,1121,886
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,34,Impersonal-Instrumental,yes,yes,False,False,False,691,662
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,35,Personal-Instrumental,yes,yes,False,False,False,603,693
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,36,Impersonal-Instrumental,yes,yes,False,False,False,391,574
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,37,Personal-Instrumental,yes,yes,False,False,False,370,858
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,38,Impersonal-Instrumental,yes,yes,False,False,False,1293,1101
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,39,Personal-Instrumental,yes,no,True,False,False,1113,580
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,40,Impersonal-Accidental,yes,no,True,False,False,427,626
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,41,Personal-Instrumental,yes,no,True,False,False,602,716
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,42,Impersonal-Accidental,yes,yes,False,False,False,308,742
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,43,Personal-Instrumental,yes,yes,False,False,False,680,662
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,44,Impersonal-Instrumental,yes,yes,False,False,False,503,544
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,45,Personal-Accidental,yes,yes,False,False,False,454,508
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,46,Impersonal-Instrumental,yes,yes,False,False,False,636,584
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,47,Personal-Instrumental,no,no,False,False,False,606,600
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,48,Impersonal-Instrumental,no,no,False,False,False,598,561
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,49,Personal-Others Beneficial-Inevitable (instrumental),yes,no,True,False,False,865,782
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,50,Impersonal-Others Beneficial-Inevitable (instrumental),yes,yes,False,False,False,867,760
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,51,Personal-Others Beneficial-Avoidable (instrumental),yes,yes,False,False,False,589,736
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.5,456,3,impersonal,52,Impersonal-Others Beneficial-Avoidable (instrumental),yes,no,True,False,False,473,373
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,1,Personal-Instrumental,yes,no,True,False,False,408,696
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,2,Impersonal-Accidental,yes,yes,False,False,False,1066,371
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,3,Personal-Accidental,yes,no,True,False,False,721,889
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,4,Impersonal-Accidental,yes,,,False,True,549,1300
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,5,Personal-Accidental,yes,yes,False,False,False,914,620
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,6,Impersonal-Accidental,yes,no,True,False,False,519,664
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,7,Personal-Instrumental,yes,,,False,True,966,1267
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,8,Impersonal-Instrumental,yes,yes,False,False,False,405,536
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,9,Personal-Instrumental,no,yes,True,False,False,284,629
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,10,Impersonal-Instrumental,yes,,,False,True,737,1304
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,11,Personal-Instrumental,yes,yes,False,False,False,484,975
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,12,Impersonal-Instrumental,yes,yes,False,False,False,681,653
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,13,Personal-Instrumental,yes,yes,False,False,False,568,643
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,14,Impersonal-Instrumental,yes,yes,False,False,False,675,1160
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,15,Personal-Accidental,yes,no,True,False,False,466,694
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,16,Impersonal-Accidental,yes,yes,False,False,False,804,791
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,17,Personal-Instrumental,yes,no,True,False,False,358,818
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,18,Impersonal-Accidental,yes,yes,False,False,False,755,643
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,19,Personal-Instrumental,yes,no,True,False,False,362,430
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,20,Impersonal-Instrumental,yes,yes,False,False,False,692,487
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,21,Personal-Instrumental,no,yes,True,False,False,814,578
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,22,Impersonal-Instrumental,yes,no,True,False,False,896,634
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,23,Personal-Accidental,yes,yes,False,False,False,639,696
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,24,Impersonal-Accidental,no,yes,True,False,False,508,816
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,25,Personal-Instrumental,yes,no,True,False,False,578,633
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,26,Impersonal-Instrumental,yes,yes,False,False,False,677,701
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,27,Personal-Accidental,yes,yes,False,False,False,740,857
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,28,Impersonal-Accidental,yes,no,True,False,False,681,792
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,29,Personal-Accidental,yes,yes,False,False,False,594,839
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,30,Impersonal-Accidental,yes,yes,False,False,False,716,692
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,31,Personal-Instrumental,yes,yes,False,False,False,849,1075
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,32,Impersonal-Accidental,no,yes,True,False,False,985,1065
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,33,Personal-Instrumental,no,yes,True,False,False,714,652
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,34,Impersonal-Instrumental,yes,,,False,True,774,1295
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,35,Personal-Instrumental,yes,yes,False,False,False,545,790
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,36,Impersonal-Instrumental,yes,yes,False,False,False,472,256
deepseek-r1-distill-qwen-7b,True,respond,3,Respond to the instructions.,0.6,42,1,impersonal,37,Personal-Instrumental,yes,no,True,False,False,746,972
