model,is_reasoning,persona_name,persona_index,system_prompt,temperature,seed,run,dilemma_id,dilemma_category,step1_answer,step2_answer,flipped,step1_parse_failed,step2_parse_failed,step1_thinking_length,step2_thinking_length
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,3,,,,,True,True,1282,0
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,4,,no,yes,True,False,False,895,986
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,5,,yes,yes,False,False,False,596,529
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,6,,yes,yes,False,False,False,758,473
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,7,,yes,no,True,False,False,970,682
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,8,,yes,yes,False,False,False,514,704
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,9,,no,no,False,False,False,801,704
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,10,,yes,no,True,False,False,922,647
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,11,,yes,no,True,False,False,567,910
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,12,,yes,yes,False,False,False,580,936
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,13,,yes,yes,False,False,False,490,664
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,14,,yes,yes,False,False,False,729,748
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,15,,yes,yes,False,False,False,647,953
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,16,,yes,no,True,False,False,382,1015
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,17,,yes,yes,False,False,False,546,858
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,18,,yes,yes,False,False,False,623,848
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,19,,yes,no,True,False,False,505,638
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,20,,yes,yes,False,False,False,479,671
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,21,,yes,no,True,False,False,524,373
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,22,,yes,yes,False,False,False,585,831
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,23,,yes,yes,False,False,False,598,889
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,24,,yes,yes,False,False,False,450,718
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,25,,yes,no,True,False,False,638,349
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,26,,yes,yes,False,False,False,461,737
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,27,,yes,yes,False,False,False,579,649
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,28,,yes,yes,False,False,False,847,799
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,29,,yes,yes,False,False,False,512,1051
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,30,,yes,no,True,False,False,504,562
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,31,,yes,yes,False,False,False,560,429
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,32,,yes,yes,False,False,False,625,711
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,33,,yes,yes,False,False,False,690,740
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,34,,no,yes,True,False,False,793,570
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,35,,yes,yes,False,False,False,467,525
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,36,,yes,yes,False,False,False,389,422
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,37,,yes,yes,False,False,False,734,765
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,38,,yes,yes,False,False,False,978,1004
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,39,,yes,no,True,False,False,741,985
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,40,,yes,yes,False,False,False,559,679
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,41,,,,,True,True,1235,0
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,42,,yes,yes,False,False,False,681,722
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,43,,yes,yes,False,False,False,462,736
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,44,,yes,yes,False,False,False,692,357
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,45,,yes,yes,False,False,False,510,604
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,46,,,,,True,True,1203,0
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,47,,no,yes,True,False,False,584,638
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,48,,yes,no,True,False,False,658,661
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,49,,yes,,,False,True,505,1340
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,50,,yes,yes,False,False,False,701,726
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,51,,yes,yes,False,False,False,484,620
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,123,2,52,,yes,yes,False,False,False,654,725
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,1,,yes,yes,False,False,False,614,607
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,2,,yes,yes,False,False,False,422,553
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,3,,yes,no,True,False,False,346,570
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,4,,no,yes,True,False,False,691,1139
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,5,,yes,yes,False,False,False,335,331
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,6,,yes,no,True,False,False,555,470
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,7,,yes,yes,False,False,False,565,621
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,8,,yes,yes,False,False,False,842,611
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,9,,yes,no,True,False,False,701,572
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,10,,yes,,,False,True,762,400
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,11,,yes,yes,False,False,False,679,890
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,12,,yes,yes,False,False,False,638,433
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,13,,yes,yes,False,False,False,695,873
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,14,,yes,yes,False,False,False,644,686
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,15,,yes,,,False,True,611,1261
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,16,,yes,yes,False,False,False,678,1013
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,17,,yes,yes,False,False,False,695,1211
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,18,,yes,yes,False,False,False,367,875
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,19,,yes,no,True,False,False,504,681
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,20,,yes,no,True,False,False,470,737
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,21,,yes,no,True,False,False,698,583
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,22,,yes,,,False,True,636,1225
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,23,,yes,yes,False,False,False,415,1074
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,24,,yes,yes,False,False,False,610,458
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,25,,yes,yes,False,False,False,670,602
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,26,,yes,yes,False,False,False,385,937
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,27,,yes,,,False,True,471,1298
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,28,,yes,yes,False,False,False,704,575
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,29,,yes,yes,False,False,False,576,763
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,30,,yes,no,True,False,False,642,562
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,31,,yes,yes,False,False,False,422,666
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,32,,yes,no,True,False,False,511,443
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,33,,yes,yes,False,False,False,616,906
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,34,,yes,yes,False,False,False,806,613
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,35,,yes,no,True,False,False,406,1038
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,36,,yes,yes,False,False,False,391,459
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,37,,yes,yes,False,False,False,830,998
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,38,,yes,yes,False,False,False,424,521
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,39,,yes,yes,False,False,False,552,703
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,40,,yes,yes,False,False,False,434,662
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,41,,yes,yes,False,False,False,386,613
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,42,,yes,yes,False,False,False,682,710
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,43,,yes,yes,False,False,False,681,788
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,44,,yes,yes,False,False,False,418,569
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,45,,yes,no,True,False,False,622,724
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,46,,yes,no,True,False,False,699,822
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,47,,no,yes,True,False,False,704,715
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,48,,yes,no,True,False,False,900,928
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,49,,yes,yes,False,False,False,654,815
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,50,,yes,yes,False,False,False,1016,937
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,51,,yes,yes,False,False,False,641,639
deepseek-r1-distill-qwen-7b,True,empty,1,,0.5,456,3,52,,yes,no,True,False,False,694,970
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,1,,yes,yes,False,False,False,464,579
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,2,,yes,yes,False,False,False,797,541
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,3,,,,,True,True,1268,0
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,4,,yes,yes,False,False,False,923,1037
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,5,,yes,yes,False,False,False,691,790
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,6,,yes,yes,False,False,False,665,684
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,7,,yes,yes,False,False,False,789,886
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,8,,yes,yes,False,False,False,435,750
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,9,,yes,,,False,True,578,1288
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,10,,yes,no,True,False,False,417,640
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,11,,yes,yes,False,False,False,986,397
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,12,,yes,yes,False,False,False,577,930
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,13,,yes,,,False,True,720,1301
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,14,,yes,yes,False,False,False,534,628
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,15,,yes,yes,False,False,False,636,1142
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,16,,yes,yes,False,False,False,490,612
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,17,,yes,yes,False,False,False,541,617
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,18,,yes,yes,False,False,False,549,497
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,19,,no,yes,True,False,False,439,982
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,20,,yes,,,False,True,480,1219
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,21,,no,yes,True,False,False,784,506
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,22,,yes,yes,False,False,False,395,589
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,23,,yes,yes,False,False,False,409,649
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,24,,yes,yes,False,False,False,762,408
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,25,,yes,no,True,False,False,638,1186
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,26,,yes,yes,False,False,False,530,988
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,27,,yes,yes,False,False,False,428,675
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,28,,yes,yes,False,False,False,659,700
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,29,,yes,yes,False,False,False,469,1003
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,30,,yes,yes,False,False,False,697,640
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,31,,yes,yes,False,False,False,495,536
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,32,,yes,yes,False,False,False,355,485
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,33,,yes,yes,False,False,False,630,678
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,34,,yes,no,True,False,False,1225,988
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,35,,yes,yes,False,False,False,499,654
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,36,,yes,yes,False,False,False,721,729
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,37,,yes,yes,False,False,False,248,1072
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,38,,yes,yes,False,False,False,365,333
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,39,,yes,yes,False,False,False,690,675
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,40,,yes,yes,False,False,False,558,646
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,41,,yes,yes,False,False,False,433,555
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,42,,yes,yes,False,False,False,549,831
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,43,,yes,yes,False,False,False,813,654
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,44,,yes,yes,False,False,False,322,590
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,45,,yes,no,True,False,False,1064,643
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,46,,yes,,,False,True,613,1193
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,47,,yes,no,True,False,False,588,724
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,48,,yes,no,True,False,False,739,466
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,49,,yes,yes,False,False,False,717,812
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,50,,yes,no,True,False,False,1183,560
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,51,,yes,yes,False,False,False,520,718
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,42,1,52,,yes,yes,False,False,False,678,633
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,1,,yes,no,True,False,False,538,581
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,2,,yes,yes,False,False,False,457,943
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,3,,yes,yes,False,False,False,528,316
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,4,,yes,yes,False,False,False,682,810
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,5,,yes,yes,False,False,False,840,468
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,6,,yes,yes,False,False,False,355,799
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,7,,yes,no,True,False,False,594,581
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,8,,yes,yes,False,False,False,525,746
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,9,,yes,no,True,False,False,1077,803
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,10,,no,yes,True,False,False,453,913
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,11,,yes,no,True,False,False,972,765
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,12,,yes,,,False,True,743,1189
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,13,,yes,yes,False,False,False,709,744
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,14,,yes,yes,False,False,False,493,705
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,15,,yes,yes,False,False,False,535,1125
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,16,,yes,yes,False,False,False,751,620
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,17,,yes,yes,False,False,False,476,388
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,18,,yes,yes,False,False,False,776,637
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,19,,yes,no,True,False,False,490,747
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,20,,yes,yes,False,False,False,415,711
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,21,,yes,no,True,False,False,473,542
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,22,,yes,yes,False,False,False,914,481
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,23,,yes,yes,False,False,False,526,745
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,24,,yes,yes,False,False,False,502,626
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,25,,yes,no,True,False,False,604,709
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,26,,yes,yes,False,False,False,485,557
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,27,,yes,yes,False,False,False,462,826
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,28,,yes,yes,False,False,False,556,887
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,29,,yes,yes,False,False,False,853,590
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,30,,yes,no,True,False,False,984,851
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,31,,yes,yes,False,False,False,619,533
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,32,,yes,yes,False,False,False,444,407
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,33,,yes,no,True,False,False,400,869
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,34,,yes,no,True,False,False,666,998
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,35,,yes,yes,False,False,False,189,401
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,36,,yes,yes,False,False,False,460,342
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,37,,,,,True,True,1250,0
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,38,,yes,yes,False,False,False,1075,487
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,39,,yes,yes,False,False,False,645,560
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,40,,yes,yes,False,False,False,471,607
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,41,,yes,yes,False,False,False,570,770
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,42,,yes,yes,False,False,False,466,502
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,43,,yes,yes,False,False,False,541,795
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,44,,yes,yes,False,False,False,483,741
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,45,,yes,yes,False,False,False,616,801
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,46,,yes,no,True,False,False,656,686
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,47,,no,no,False,False,False,710,838
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,48,,yes,no,True,False,False,528,961
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,49,,yes,yes,False,False,False,437,779
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,50,,yes,no,True,False,False,356,852
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,51,,yes,yes,False,False,False,512,642
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,123,2,52,,yes,yes,False,False,False,419,729
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,456,3,1,,yes,yes,False,False,False,491,346
deepseek-r1-distill-qwen-7b,True,empty,1,,0.6,456,3,2,,yes,yes,False,False,False,877,678
